film_id,title,description,release_year,language_id,rental_duration,rental_rate,length,replacement_cost,rating,last_update,special_features,fulltext
683,Pity Bound,A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria,2006.0,1.0,5.0,4.99,60.0,19.99,NC-17,2013-05-26 14:50:58.951,{Commentaries},'administr':17 'bore':4 'bound':2 'databas':16 'defeat':14 'feminist':8 'moos':11 'must':13 'nigeria':19 'panorama':5 'piti':1
684,Pizza Jumanji,A Epic Saga of a Cat And a Squirrel who must Outgun a Robot in A U-Boat,2006.0,1.0,4.0,2.99,173.0,11.99,NC-17,2013-05-26 14:50:58.951,{Commentaries},'boat':21 'cat':8 'epic':4 'jumanji':2 'must':13 'outgun':14 'pizza':1 'robot':16 'saga':5 'squirrel':11 'u':20 'u-boat':19
689,Pollock Deliverance,A Intrepid Story of a Madman And a Frisbee who must Outgun a Boat in The Sahara Desert,2006.0,1.0,5.0,2.99,137.0,14.99,PG,2013-05-26 14:50:58.951,{Commentaries},'boat':16 'deliver':2 'desert':20 'frisbe':11 'intrepid':4 'madman':8 'must':13 'outgun':14 'pollock':1 'sahara':19 'stori':5
691,Poseidon Forever,A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery,2006.0,1.0,6.0,4.99,159.0,29.99,PG-13,2013-05-26 14:50:58.951,{Commentaries},'dentist':16 'epistl':5 'forev':2 'monasteri':19 'monkey':11 'must':13 'poseidon':1 'thought':4 'vanquish':14 'woman':8
699,Private Drop,A Stunning Story of a Technical Writer And a Hunter who must Succumb a Secret Agent in A Baloon,2006.0,1.0,7.0,4.99,106.0,26.99,PG,2013-05-26 14:50:58.951,{Trailers},'agent':18 'baloon':21 'drop':2 'hunter':12 'must':14 'privat':1 'secret':17 'stori':5 'stun':4 'succumb':15 'technic':8 'writer':9
714,Random Go,A Fateful Drama of a Frisbee And a Student who must Confront a Cat in A Shark Tank,2006.0,1.0,6.0,2.99,73.0,29.99,NC-17,2013-05-26 14:50:58.951,{Trailers},'cat':16 'confront':14 'drama':5 'fate':4 'frisbe':8 'go':2 'must':13 'random':1 'shark':19 'student':11 'tank':20
726,Reservoir Adaptation,A Intrepid Drama of a Teacher And a Moose who must Kill a Car in California,2006.0,1.0,7.0,2.99,61.0,29.99,PG-13,2013-05-26 14:50:58.951,{Commentaries},'adapt':2 'california':18 'car':16 'drama':5 'intrepid':4 'kill':14 'moos':11 'must':13 'reservoir':1 'teacher':8
728,Reunion Witches,A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory,2006.0,1.0,3.0,0.99,63.0,26.99,R,2013-05-26 14:50:58.951,{Commentaries},'administr':9 'baloon':21 'databas':8 'documentari':5 'factori':22 'frisbe':12 'mad':17 'must':14 'redeem':15 'reunion':1 'scientist':18 'unbeliev':4 'witch':2
733,River Outlaw,A Thrilling Character Study of a Squirrel And a Lumberjack who must Face a Hunter in A MySQL Convention,2006.0,1.0,4.0,0.99,149.0,29.99,PG-13,2013-05-26 14:50:58.951,{Commentaries},'charact':5 'convent':21 'face':15 'hunter':17 'lumberjack':12 'must':14 'mysql':20 'outlaw':2 'river':1 'squirrel':9 'studi':6 'thrill':4
735,Robbers Joon,A Thoughtful Story of a Mad Scientist And a Waitress who must Confront a Forensic Psychologist in Soviet Georgia,2006.0,1.0,7.0,2.99,102.0,26.99,PG-13,2013-05-26 14:50:58.951,{Commentaries},'confront':15 'forens':17 'georgia':21 'joon':2 'mad':8 'must':14 'psychologist':18 'robber':1 'scientist':9 'soviet':20 'stori':5 'thought':4 'waitress':12
736,Robbery Bright,A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan,2006.0,1.0,4.0,0.99,134.0,21.99,R,2013-05-26 14:50:58.951,{Trailers},'ancient':18 'boat':16 'bright':2 'fight':14 'japan':19 'must':13 'reflect':5 'robberi':1 'robot':8 'squirrel':11 'taut':4
741,Roman Punk,A Thoughtful Panorama of a Mad Cow And a Student who must Battle a Forensic Psychologist in Berlin,2006.0,1.0,7.0,0.99,81.0,28.99,NC-17,2013-05-26 14:50:58.951,{Trailers},'battl':15 'berlin':20 'cow':9 'forens':17 'mad':8 'must':14 'panorama':5 'psychologist':18 'punk':2 'roman':1 'student':12 'thought':4
757,Sagebrush Clueless,A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan,2006.0,1.0,4.0,2.99,106.0,28.99,G,2013-05-26 14:50:58.951,{Trailers},'ancient':18 'boy':16 'clueless':2 'hunter':11 'insight':4 'japan':19 'kill':14 'lumberjack':8 'must':13 'sagebrush':1 'stori':5
760,Samurai Lion,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,2006.0,1.0,5.0,2.99,110.0,21.99,G,2013-05-26 14:50:58.951,{Commentaries},'astronaut':13 'baloon':21 'boat':18 'fast':5 'fast-pac':4 'lion':2 'must':15 'pace':6 'pioneer':10 'reach':16 'samurai':1 'stori':7
769,School Jacket,A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse,2006.0,1.0,5.0,4.99,151.0,21.99,PG-13,2013-05-26 14:50:58.951,{Trailers},'boy':11 'compos':16 'fight':14 'intrepid':4 'jacket':2 'manhattan':19 'monkey':8 'must':13 'penthous':20 'school':1 'yarn':5
788,Ship Wonderland,A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback,2006.0,1.0,5.0,2.99,104.0,15.99,R,2013-05-26 14:50:58.951,{Commentaries},'escap':14 'explor':16 'frisbe':11 'monkey':8 'must':13 'outback':19 'saga':5 'ship':1 'thrill':4 'wonderland':2
775,Seattle Expecations,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,2006.0,1.0,4.0,4.99,110.0,18.99,PG-13,2013-05-26 14:50:58.951,{Trailers},'crocodil':8 'desert':22 'expec':2 'insight':4 'meet':15 'must':14 'reflect':5 'sahara':21 'seattl':1 'sumo':11 'technic':17 'wrestler':12 'writer':18
790,Shootist Superfly,A Fast-Paced Story of a Crocodile And a A Shark who must Sink a Pioneer in Berlin,2006.0,1.0,6.0,0.99,67.0,22.99,PG-13,2013-05-26 14:50:58.951,{Trailers},'berlin':21 'crocodil':10 'fast':5 'fast-pac':4 'must':16 'pace':6 'pioneer':19 'shark':14 'shootist':1 'sink':17 'stori':7 'superfli':2
814,Snatch Slipper,A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin,2006.0,1.0,6.0,4.99,110.0,15.99,PG,2013-05-26 14:50:58.951,{Commentaries},'berlin':19 'defeat':14 'feminist':11 'forens':16 'insight':4 'must':13 'panorama':5 'psychologist':17 'slipper':2 'snatch':1 'woman':8
815,Snatchers Montezuma,A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies,2006.0,1.0,4.0,2.99,74.0,14.99,PG-13,2013-05-26 14:50:58.951,{Commentaries},'bore':4 'canadian':20 'epistl':5 'escap':15 'man':17 'montezuma':2 'must':14 'rocki':21 'snatcher':1 'sumo':8 'woman':12 'wrestler':9
816,Snowman Rollercoaster,A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse,2006.0,1.0,3.0,0.99,62.0,27.99,G,2013-05-26 14:50:58.951,{Trailers},'cow':17 'display':5 'fate':4 'girl':11 'lumberjack':8 'mad':16 'manhattan':20 'must':13 'penthous':21 'rollercoast':2 'snowman':1 'succumb':14
841,Star Operation,A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank,2006.0,1.0,5.0,2.99,181.0,9.99,PG,2013-05-26 14:50:58.951,{Commentaries},'car':12 'charact':5 'cow':18 'girl':9 'insight':4 'mad':17 'must':14 'oper':2 'pursu':15 'shark':21 'star':1 'studi':6 'tank':22
847,Stock Glass,A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China,2006.0,1.0,7.0,2.99,160.0,10.99,PG,2013-05-26 14:50:58.951,{Commentaries},'ancient':18 'bore':4 'china':19 'crocodil':8 'epistl':5 'glass':2 'lumberjack':11 'moos':16 'must':13 'outgun':14 'stock':1
848,Stone Fire,A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia,2006.0,1.0,3.0,0.99,94.0,19.99,G,2013-05-26 14:50:58.951,{Trailers},'astronaut':8 'boat':16 'crocodil':11 'drama':5 'find':14 'fire':2 'georgia':19 'intrepid':4 'must':13 'soviet':18 'stone':1
858,Submarine Bed,A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia,2006.0,1.0,5.0,4.99,127.0,21.99,R,2013-05-26 14:50:58.951,{Trailers},'amaz':4 'bed':2 'car':8 'display':5 'fight':14 'georgia':19 'monkey':11 'must':13 'soviet':18 'submarin':1 'teacher':16
861,Suit Walls,A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia,2006.0,1.0,3.0,4.99,111.0,12.99,R,2013-05-26 14:50:58.951,{Commentaries},'australia':18 'build':14 'dog':16 'frisbe':11 'lumberjack':8 'must':13 'panorama':5 'suit':1 'touch':4 'wall':2
869,Suspects Quills,A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse,2006.0,1.0,4.0,2.99,47.0,22.99,PG,2013-05-26 14:50:58.951,{Trailers},'battl':14 'crocodil':11 'emot':4 'epistl':5 'man':16 'manhattan':19 'must':13 'penthous':20 'pioneer':8 'quill':2 'suspect':1
891,Timberland Sky,A Boring Display of a Man And a Dog who must Redeem a Girl in A U-Boat,2006.0,1.0,3.0,0.99,69.0,13.99,G,2013-05-26 14:50:58.951,{Commentaries},'boat':21 'bore':4 'display':5 'dog':11 'girl':16 'man':8 'must':13 'redeem':14 'sky':2 'timberland':1 'u':20 'u-boat':19
876,Tarzan Videotape,A Fast-Paced Display of a Lumberjack And a Mad Scientist who must Succumb a Sumo Wrestler in The Sahara Desert,2006.0,1.0,3.0,2.99,91.0,11.99,PG-13,2013-05-26 14:50:58.951,{Trailers},'desert':24 'display':7 'fast':5 'fast-pac':4 'lumberjack':10 'mad':13 'must':16 'pace':6 'sahara':23 'scientist':14 'succumb':17 'sumo':19 'tarzan':1 'videotap':2 'wrestler':20
879,Telegraph Voyage,A Fateful Yarn of a Husband And a Dog who must Battle a Waitress in A Jet Boat,2006.0,1.0,3.0,4.99,148.0,20.99,PG,2013-05-26 14:50:58.951,{Commentaries},'battl':14 'boat':20 'dog':11 'fate':4 'husband':8 'jet':19 'must':13 'telegraph':1 'voyag':2 'waitress':16 'yarn':5
895,Tomorrow Hustler,A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert,2006.0,1.0,3.0,2.99,142.0,21.99,R,2013-05-26 14:50:58.951,{Commentaries},'agent':17 'desert':21 'face':14 'husband':11 'hustler':2 'moos':8 'must':13 'sahara':20 'secret':16 'stori':5 'thought':4 'tomorrow':1
905,Trainspotting Strangers,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006.0,1.0,7.0,4.99,132.0,10.99,PG-13,2013-05-26 14:50:58.951,{Trailers},'ancient':21 'challeng':17 'cow':14 'drama':7 'fast':5 'fast-pac':4 'japan':22 'mad':13 'madman':19 'must':16 'pace':6 'pioneer':10 'stranger':2 'trainspot':1
907,Translation Summer,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006.0,1.0,4.0,0.99,168.0,10.99,PG-13,2013-05-26 14:50:58.951,{Trailers},'convent':20 'man':8 'monkey':11 'must':13 'mysql':19 'pursu':14 'reflect':5 'summer':2 'touch':4 'translat':1 'woman':16
922,Undefeated Dalmations,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,2006.0,1.0,7.0,4.99,107.0,22.99,PG-13,2013-05-26 14:50:58.951,{Commentaries},'abandon':19 'amus':20 'crocodil':8 'dalmat':2 'display':5 'feminist':11 'moos':16 'must':13 'overcom':14 'park':21 'unbeliev':4 'undef':1
928,Uptown Young,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,2006.0,1.0,5.0,2.99,84.0,16.99,PG,2013-05-26 14:50:58.951,{Commentaries},'abandon':19 'amus':20 'documentari':5 'dog':8 'fate':4 'hunter':11 'must':13 'park':21 'pursu':14 'teacher':16 'uptown':1 'young':2
930,Vacation Boondock,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,2006.0,1.0,4.0,2.99,145.0,23.99,R,2013-05-26 14:50:58.951,{Commentaries},'agent':10 'australia':21 'boondock':2 'charact':5 'fanci':4 'mad':13 'must':16 'reach':17 'scientist':14 'secret':9 'studi':6 'teacher':19 'vacat':1
950,Volume House,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,2006.0,1.0,7.0,4.99,132.0,12.99,PG,2013-05-26 14:50:58.951,{Commentaries},'bore':4 'california':18 'dentist':16 'dog':8 'hous':2 'meet':14 'must':13 'tale':5 'volum':1 'woman':11
953,Wait Cider,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,2006.0,1.0,3.0,0.99,112.0,9.99,PG-13,2013-05-26 14:50:58.951,{Trailers},'astronaut':17 'cider':2 'epistl':5 'forens':11 'intrepid':4 'manhattan':20 'must':14 'penthous':21 'psychologist':12 'succumb':15 'wait':1 'woman':8
961,Wash Heavenly,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,2006.0,1.0,7.0,4.99,161.0,22.99,R,2013-05-26 14:50:58.951,{Commentaries},'ancient':20 'awe':5 'awe-inspir':4 'cat':10 'china':21 'escap':16 'heaven':2 'hunter':18 'inspir':6 'must':15 'pioneer':13 'reflect':7 'wash':1
965,Watership Frontier,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,2006.0,1.0,6.0,0.99,112.0,28.99,G,2013-05-26 14:50:58.951,{Commentaries},'boat':8 'crocodil':11 'emot':4 'frontier':2 'georgia':19 'meet':14 'moos':16 'must':13 'soviet':18 'watership':1 'yarn':5
966,Wedding Apollo,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,2006.0,1.0,3.0,0.99,70.0,14.99,PG,2013-05-26 14:50:58.951,{Trailers},'abandon':21 'action':5 'action-pack':4 'apollo':2 'conquer':16 'lumberjack':18 'mine':22 'must':15 'pack':6 'shaft':23 'student':10 'tale':7 'waitress':13 'wed':1
969,West Lion,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,2006.0,1.0,4.0,4.99,159.0,29.99,G,2013-05-26 14:50:58.951,{Trailers},'administr':17 'butler':8 'challeng':14 'databas':16 'drama':5 'intrepid':4 'lion':2 'lumberjack':11 'manhattan':20 'must':13 'penthous':21 'west':1
984,Wonderful Drop,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,2006.0,1.0,3.0,2.99,126.0,20.99,NC-17,2013-05-26 14:50:58.951,{Commentaries},'boat':21 'bore':4 'butler':16 'drop':2 'madman':11 'must':13 'overcom':14 'panorama':5 'u':20 'u-boat':19 'woman':8 'wonder':1
985,Wonderland Christmas,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,2006.0,1.0,4.0,4.99,111.0,19.99,PG,2013-05-26 14:50:58.951,{Commentaries},'awe':5 'awe-inspir':4 'car':14 'charact':7 'christma':2 'first':23 'inspir':6 'mad':19 'man':24 'must':16 'pursu':17 'scientist':20 'space':25 'station':26 'studi':8 'waitress':11 'wonderland':1
