city_id,city,country_id,last_update
549,Tychy,76.0,2006-02-15 09:45:25
550,Udaipur,44.0,2006-02-15 09:45:25
551,Udine,49.0,2006-02-15 09:45:25
552,Ueda,50.0,2006-02-15 09:45:25
553,Uijongbu,86.0,2006-02-15 09:45:25
554,Uluberia,44.0,2006-02-15 09:45:25
555,Urawa,50.0,2006-02-15 09:45:25
556,Uruapan,60.0,2006-02-15 09:45:25
557,Usak,97.0,2006-02-15 09:45:25
558,Usolje-Sibirskoje,80.0,2006-02-15 09:45:25
559,Uttarpara-Kotrung,44.0,2006-02-15 09:45:25
560,Vaduz,55.0,2006-02-15 09:45:25
561,Valencia,104.0,2006-02-15 09:45:25
562,Valle de la Pascua,104.0,2006-02-15 09:45:25
563,Valle de Santiago,60.0,2006-02-15 09:45:25
564,Valparai,44.0,2006-02-15 09:45:25
565,Vancouver,20.0,2006-02-15 09:45:25
566,Varanasi (Benares),44.0,2006-02-15 09:45:25
567,Vicente Lpez,6.0,2006-02-15 09:45:25
568,Vijayawada,44.0,2006-02-15 09:45:25
569,Vila Velha,15.0,2006-02-15 09:45:25
570,Vilnius,56.0,2006-02-15 09:45:25
571,Vinh,105.0,2006-02-15 09:45:25
572,Vitria de Santo Anto,15.0,2006-02-15 09:45:25
573,Warren,103.0,2006-02-15 09:45:25
574,Weifang,23.0,2006-02-15 09:45:25
575,Witten,38.0,2006-02-15 09:45:25
576,Woodridge,8.0,2006-02-15 09:45:25
577,Wroclaw,76.0,2006-02-15 09:45:25
578,Xiangfan,23.0,2006-02-15 09:45:25
579,Xiangtan,23.0,2006-02-15 09:45:25
580,Xintai,23.0,2006-02-15 09:45:25
581,Xinxiang,23.0,2006-02-15 09:45:25
582,Yamuna Nagar,44.0,2006-02-15 09:45:25
583,Yangor,65.0,2006-02-15 09:45:25
584,Yantai,23.0,2006-02-15 09:45:25
585,Yaound,19.0,2006-02-15 09:45:25
586,Yerevan,7.0,2006-02-15 09:45:25
587,Yinchuan,23.0,2006-02-15 09:45:25
588,Yingkou,23.0,2006-02-15 09:45:25
589,York,102.0,2006-02-15 09:45:25
590,Yuncheng,23.0,2006-02-15 09:45:25
591,Yuzhou,23.0,2006-02-15 09:45:25
592,Zalantun,23.0,2006-02-15 09:45:25
593,Zanzibar,93.0,2006-02-15 09:45:25
594,Zaoyang,23.0,2006-02-15 09:45:25
595,Zapopan,60.0,2006-02-15 09:45:25
596,Zaria,69.0,2006-02-15 09:45:25
597,Zeleznogorsk,80.0,2006-02-15 09:45:25
598,Zhezqazghan,51.0,2006-02-15 09:45:25
599,Zhoushan,23.0,2006-02-15 09:45:25
600,Ziguinchor,83.0,2006-02-15 09:45:25
