payment_id,customer_id,staff_id,rental_id,amount,payment_date
18456,595.0,2.0,1170.0,2.99,2007-02-14 22:16:01.996577
18457,595.0,2.0,3371.0,4.99,2007-02-21 11:55:48.996577
18458,596.0,1.0,1644.0,1.99,2007-02-16 07:26:44.996577
18459,596.0,1.0,2767.0,1.99,2007-02-19 16:15:01.996577
18460,597.0,1.0,2379.0,0.99,2007-02-18 13:28:05.996577
18461,597.0,1.0,2696.0,4.99,2007-02-19 11:57:08.996577
18462,597.0,1.0,3201.0,1.99,2007-02-20 22:58:52.996577
18463,598.0,1.0,3005.0,2.99,2007-02-20 08:38:55.996577
18464,599.0,1.0,2272.0,1.99,2007-02-18 04:58:19.996577
18465,599.0,2.0,3043.0,6.99,2007-02-20 11:07:01.996577
18466,599.0,2.0,3398.0,4.99,2007-02-21 14:03:04.996577
18467,599.0,1.0,3429.0,6.99,2007-02-21 17:14:31.996577
18468,202.0,1.0,1474.0,2.99,2007-02-15 19:24:08.996577
18469,202.0,1.0,1535.0,4.99,2007-02-15 23:20:30.996577
18470,202.0,1.0,3008.0,0.99,2007-02-20 08:51:51.996577
18471,202.0,2.0,3148.0,0.99,2007-02-20 18:55:44.996577
18472,203.0,1.0,1217.0,4.99,2007-02-15 01:52:40.996577
18473,203.0,1.0,1715.0,2.99,2007-02-16 13:05:38.996577
18474,203.0,2.0,2939.0,7.99,2007-02-20 03:46:42.996577
18475,203.0,2.0,3406.0,2.99,2007-02-21 14:28:44.996577
18476,204.0,1.0,1321.0,2.99,2007-02-15 09:17:43.996577
18477,204.0,1.0,1616.0,7.99,2007-02-16 05:33:18.996577
18478,204.0,1.0,1871.0,4.99,2007-02-17 00:53:38.996577
18479,204.0,2.0,1894.0,7.99,2007-02-17 02:47:14.996577
18480,204.0,2.0,2186.0,2.99,2007-02-17 23:43:53.996577
18481,204.0,2.0,2734.0,4.99,2007-02-19 14:04:53.996577
18482,205.0,1.0,1238.0,2.99,2007-02-15 03:17:34.996577
18483,205.0,1.0,1357.0,4.99,2007-02-15 11:54:49.996577
18484,205.0,1.0,1767.0,0.99,2007-02-16 16:30:02.996577
18485,205.0,2.0,2237.0,5.99,2007-02-18 02:46:10.996577
18486,206.0,2.0,1872.0,0.99,2007-02-17 00:55:29.996577
18487,206.0,2.0,2477.0,5.99,2007-02-18 19:27:12.996577
18488,206.0,2.0,3012.0,4.99,2007-02-20 09:11:39.996577
18489,207.0,2.0,1945.0,3.99,2007-02-17 06:19:52.996577
18490,208.0,1.0,1805.0,0.99,2007-02-16 19:04:26.996577
18491,208.0,1.0,1949.0,5.99,2007-02-17 06:47:48.996577
18492,208.0,2.0,2592.0,0.99,2007-02-19 04:05:20.996577
18493,208.0,1.0,2695.0,2.99,2007-02-19 11:54:19.996577
18494,208.0,2.0,2907.0,0.99,2007-02-20 01:43:35.996577
18495,1.0,1.0,1185.0,5.99,2007-02-14 23:22:38.996577
18496,1.0,2.0,1422.0,0.99,2007-02-15 16:31:19.996577
18497,1.0,2.0,1476.0,9.99,2007-02-15 19:37:12.996577
18498,1.0,1.0,1725.0,4.99,2007-02-16 13:47:23.996577
18499,1.0,1.0,2308.0,4.99,2007-02-18 07:10:14.996577
18500,1.0,2.0,2363.0,0.99,2007-02-18 12:02:25.996577
18501,1.0,1.0,3284.0,3.99,2007-02-21 04:53:11.996577
18502,2.0,1.0,2128.0,2.99,2007-02-17 19:23:24.996577
18503,3.0,1.0,1546.0,8.99,2007-02-16 00:02:31.996577
18504,3.0,1.0,1726.0,6.99,2007-02-16 13:47:36.996577
18505,3.0,2.0,1911.0,6.99,2007-02-17 03:43:41.996577
18506,3.0,1.0,2628.0,2.99,2007-02-19 07:03:19.996577
18507,4.0,1.0,1297.0,4.99,2007-02-15 07:59:54.996577
18508,4.0,1.0,1633.0,0.99,2007-02-16 06:37:06.996577
18509,4.0,2.0,1707.0,2.99,2007-02-16 12:29:53.996577
18510,4.0,2.0,1735.0,0.99,2007-02-16 14:20:18.996577
18511,4.0,2.0,2043.0,0.99,2007-02-17 12:59:38.996577
18512,4.0,1.0,2642.0,5.99,2007-02-19 08:07:27.996577
18513,5.0,1.0,1502.0,3.99,2007-02-15 20:31:40.996577
18514,5.0,2.0,1631.0,2.99,2007-02-16 06:29:28.996577
18515,5.0,2.0,2063.0,4.99,2007-02-17 14:25:19.996577
18516,5.0,2.0,2570.0,2.99,2007-02-19 02:48:39.996577
18517,5.0,2.0,3126.0,4.99,2007-02-20 17:06:48.996577
18518,6.0,1.0,1575.0,3.99,2007-02-16 02:10:04.996577
18519,6.0,2.0,1841.0,2.99,2007-02-16 22:12:39.996577
18520,6.0,1.0,1966.0,0.99,2007-02-17 07:48:11.996577
18521,6.0,1.0,2345.0,0.99,2007-02-18 10:31:49.996577
18522,7.0,2.0,1810.0,0.99,2007-02-16 19:34:26.996577
18523,7.0,1.0,2250.0,2.99,2007-02-18 03:32:02.996577
18524,7.0,1.0,2709.0,0.99,2007-02-19 12:28:52.996577
18525,7.0,1.0,2888.0,4.99,2007-02-20 00:19:22.996577
18526,7.0,1.0,3007.0,0.99,2007-02-20 08:40:19.996577
18527,8.0,2.0,1305.0,2.99,2007-02-15 08:27:42.996577
18528,8.0,1.0,2095.0,5.99,2007-02-17 16:50:01.996577
18529,8.0,2.0,3114.0,4.99,2007-02-20 16:26:13.996577
18530,9.0,2.0,3142.0,7.99,2007-02-20 18:27:54.996577
18531,9.0,2.0,3262.0,4.99,2007-02-21 02:37:09.996577
18532,10.0,1.0,1801.0,4.99,2007-02-16 18:50:19.996577
18533,10.0,1.0,1995.0,4.99,2007-02-17 09:39:40.996577
18534,10.0,2.0,2222.0,3.99,2007-02-18 01:54:49.996577
18535,10.0,1.0,2814.0,0.99,2007-02-19 18:30:25.996577
18536,10.0,1.0,2865.0,0.99,2007-02-19 22:29:21.996577
18537,11.0,1.0,1470.0,6.99,2007-02-15 19:21:33.996577
18538,11.0,1.0,1939.0,7.99,2007-02-17 05:55:11.996577
18539,11.0,1.0,3192.0,0.99,2007-02-20 22:17:38.996577
18540,12.0,2.0,1752.0,5.99,2007-02-16 15:31:21.996577
18541,12.0,2.0,2434.0,5.99,2007-02-18 16:40:17.996577
18542,12.0,2.0,2500.0,5.99,2007-02-18 21:35:38.996577
18543,12.0,2.0,2623.0,4.99,2007-02-19 06:40:17.996577
18544,12.0,2.0,3135.0,2.99,2007-02-20 18:02:18.996577
18545,12.0,1.0,3411.0,0.99,2007-02-21 14:59:53.996577
18546,13.0,1.0,1933.0,2.99,2007-02-17 05:23:08.996577
18547,13.0,1.0,2209.0,4.99,2007-02-18 00:52:27.996577
18548,13.0,1.0,2952.0,2.99,2007-02-20 04:55:23.996577
18549,13.0,1.0,3047.0,8.99,2007-02-20 11:13:59.996577
18550,14.0,2.0,1360.0,4.99,2007-02-15 12:00:41.996577
18551,15.0,1.0,2486.0,2.99,2007-02-18 19:55:22.996577
18552,15.0,1.0,2937.0,5.99,2007-02-20 03:44:03.996577
18553,15.0,2.0,3182.0,0.99,2007-02-20 21:20:44.996577
18554,16.0,2.0,1934.0,6.99,2007-02-17 05:33:23.996577
18555,16.0,1.0,1944.0,7.99,2007-02-17 06:19:19.996577
18556,16.0,1.0,2960.0,7.99,2007-02-20 05:38:35.996577
18557,16.0,2.0,3348.0,0.99,2007-02-21 09:45:08.996577
18558,17.0,2.0,2175.0,5.99,2007-02-17 22:46:24.996577
18559,17.0,1.0,2684.0,8.99,2007-02-19 10:57:34.996577
18560,17.0,2.0,3269.0,5.99,2007-02-21 03:34:56.996577
18561,18.0,2.0,1451.0,5.99,2007-02-15 17:58:44.996577
18562,18.0,2.0,1783.0,4.99,2007-02-16 17:51:49.996577
18563,18.0,2.0,2112.0,5.99,2007-02-17 18:21:08.996577
18564,18.0,1.0,2990.0,8.99,2007-02-20 07:31:17.996577
18565,19.0,1.0,2657.0,2.99,2007-02-19 09:11:25.996577
18566,19.0,1.0,2848.0,2.99,2007-02-19 21:24:03.996577
18567,19.0,2.0,3423.0,2.99,2007-02-21 16:06:28.996577
18568,20.0,2.0,1558.0,0.99,2007-02-16 01:02:19.996577
18569,20.0,2.0,2136.0,3.99,2007-02-17 19:45:07.996577
18570,20.0,2.0,2343.0,4.99,2007-02-18 10:14:52.996577
18571,20.0,1.0,3350.0,4.99,2007-02-21 09:50:04.996577
18572,21.0,2.0,2235.0,7.99,2007-02-18 02:37:16.996577
18573,21.0,1.0,2268.0,4.99,2007-02-18 04:42:07.996577
18574,21.0,1.0,2393.0,2.99,2007-02-18 14:06:21.996577
18575,21.0,2.0,2830.0,4.99,2007-02-19 19:42:59.996577
18576,21.0,1.0,3212.0,10.99,2007-02-20 23:33:01.996577
18577,22.0,1.0,3419.0,2.99,2007-02-21 15:46:27.996577
18578,23.0,1.0,2753.0,1.99,2007-02-19 15:13:01.996577
18579,23.0,1.0,2827.0,0.99,2007-02-19 19:18:27.996577
18580,23.0,1.0,3015.0,5.99,2007-02-20 09:17:22.996577
18581,23.0,1.0,3055.0,4.99,2007-02-20 11:48:24.996577
18582,23.0,1.0,3461.0,2.99,2007-02-21 20:17:44.996577
18583,24.0,1.0,1716.0,2.99,2007-02-16 13:07:57.996577
18584,24.0,1.0,2070.0,2.99,2007-02-17 14:56:17.996577
18585,24.0,2.0,2116.0,4.99,2007-02-17 18:44:38.996577
18586,24.0,1.0,2451.0,5.99,2007-02-18 17:56:28.996577
18587,24.0,2.0,2963.0,7.99,2007-02-20 06:01:35.996577
18588,25.0,1.0,1338.0,4.99,2007-02-15 10:46:00.996577
18589,25.0,1.0,1365.0,2.99,2007-02-15 12:38:21.996577
18590,25.0,2.0,1754.0,6.99,2007-02-16 15:41:49.996577
18591,25.0,2.0,2625.0,8.99,2007-02-19 06:51:37.996577
18592,25.0,1.0,2901.0,4.99,2007-02-20 01:09:54.996577
18593,25.0,1.0,3447.0,4.99,2007-02-21 19:21:57.996577
18594,26.0,1.0,1440.0,5.99,2007-02-15 17:21:40.996577
18595,26.0,2.0,1706.0,4.99,2007-02-16 12:29:28.996577
18596,26.0,1.0,2093.0,9.99,2007-02-17 16:42:34.996577
18597,26.0,2.0,2416.0,3.99,2007-02-18 15:36:00.996577
18598,26.0,2.0,2421.0,6.99,2007-02-18 15:53:31.996577
18599,26.0,1.0,2532.0,4.99,2007-02-18 23:56:12.996577
18600,26.0,1.0,2745.0,4.99,2007-02-19 14:49:45.996577
18601,27.0,1.0,1310.0,4.99,2007-02-15 08:40:08.996577
18602,27.0,2.0,1480.0,4.99,2007-02-15 19:45:43.996577
18603,27.0,2.0,1699.0,2.99,2007-02-16 11:33:35.996577
18604,27.0,2.0,1960.0,3.99,2007-02-17 07:28:23.996577
18605,27.0,2.0,2512.0,2.99,2007-02-18 22:17:13.996577
18606,27.0,1.0,2815.0,4.99,2007-02-19 18:31:55.996577
18607,27.0,1.0,3038.0,1.99,2007-02-20 10:57:25.996577
18608,27.0,2.0,3420.0,3.99,2007-02-21 15:51:02.996577
18609,28.0,2.0,1240.0,2.99,2007-02-15 03:26:33.996577
18610,28.0,1.0,1543.0,4.99,2007-02-15 23:52:34.996577
18611,28.0,2.0,2299.0,3.99,2007-02-18 06:47:18.996577
18612,28.0,2.0,2604.0,0.99,2007-02-19 04:58:36.996577
18613,28.0,1.0,3231.0,0.99,2007-02-21 00:53:26.996577
18614,29.0,1.0,2655.0,0.99,2007-02-19 09:07:08.996577
18615,29.0,1.0,2673.0,0.99,2007-02-19 10:10:46.996577
18616,29.0,1.0,2701.0,7.99,2007-02-19 12:01:32.996577
18617,29.0,1.0,2735.0,2.99,2007-02-19 14:10:33.996577
18618,29.0,2.0,2801.0,2.99,2007-02-19 17:46:35.996577
18619,29.0,2.0,2923.0,2.99,2007-02-20 02:44:33.996577
18620,29.0,1.0,3324.0,2.99,2007-02-21 07:17:42.996577
18621,30.0,2.0,1874.0,1.99,2007-02-17 01:07:46.996577
18622,30.0,2.0,1895.0,2.99,2007-02-17 02:53:38.996577
18623,30.0,2.0,2154.0,4.99,2007-02-17 21:28:08.996577
18624,30.0,2.0,2730.0,2.99,2007-02-19 13:38:35.996577
18625,31.0,2.0,1656.0,4.99,2007-02-16 08:34:06.996577
18626,31.0,1.0,1838.0,1.99,2007-02-16 21:48:42.996577
18627,31.0,1.0,2233.0,0.99,2007-02-18 02:26:02.996577
18628,31.0,2.0,2341.0,6.99,2007-02-18 10:03:56.996577
18629,31.0,1.0,2396.0,7.99,2007-02-18 14:18:14.996577
18630,31.0,2.0,2438.0,0.99,2007-02-18 17:02:47.996577
18631,31.0,1.0,2530.0,0.99,2007-02-18 23:48:26.996577
18632,31.0,2.0,2648.0,4.99,2007-02-19 08:34:46.996577
18633,31.0,2.0,3117.0,2.99,2007-02-20 16:33:41.996577
18634,31.0,2.0,3172.0,1.99,2007-02-20 20:47:51.996577
18635,31.0,1.0,3205.0,0.99,2007-02-20 23:07:13.996577
18636,32.0,2.0,1887.0,6.99,2007-02-17 02:21:44.996577
18637,32.0,2.0,2160.0,0.99,2007-02-17 22:07:37.996577
18638,32.0,2.0,2624.0,5.99,2007-02-19 06:50:35.996577
18639,32.0,2.0,2891.0,1.99,2007-02-20 00:30:31.996577
18640,33.0,1.0,1301.0,10.99,2007-02-15 08:14:59.996577
18641,33.0,2.0,3173.0,8.99,2007-02-20 20:49:36.996577
18642,34.0,1.0,1900.0,4.99,2007-02-17 02:58:24.996577
18643,34.0,2.0,2257.0,5.99,2007-02-18 03:58:18.996577
18644,34.0,1.0,3150.0,0.99,2007-02-20 19:03:54.996577
18645,35.0,1.0,1579.0,0.99,2007-02-16 02:37:34.996577
18646,35.0,1.0,1989.0,2.99,2007-02-17 09:15:50.996577
18647,35.0,1.0,2229.0,4.99,2007-02-18 02:18:44.996577
18648,35.0,1.0,2231.0,0.99,2007-02-18 02:20:40.996577
18649,35.0,1.0,2743.0,2.99,2007-02-19 14:44:22.996577
18650,35.0,2.0,3112.0,4.99,2007-02-20 16:21:56.996577
18651,36.0,2.0,2741.0,0.99,2007-02-19 14:34:07.996577
18652,37.0,1.0,1583.0,4.99,2007-02-16 03:12:49.996577
18653,37.0,2.0,1812.0,1.99,2007-02-16 19:37:12.996577
18654,37.0,2.0,1854.0,3.99,2007-02-16 23:12:23.996577
18655,38.0,2.0,1250.0,2.99,2007-02-15 04:24:06.996577
18656,38.0,1.0,2550.0,1.99,2007-02-19 01:18:21.996577
18657,38.0,2.0,2605.0,1.99,2007-02-19 05:16:27.996577
18658,38.0,2.0,3003.0,4.99,2007-02-20 08:29:17.996577
18659,38.0,2.0,3392.0,3.99,2007-02-21 13:41:10.996577
18660,39.0,1.0,1625.0,5.99,2007-02-16 06:17:34.996577
18661,39.0,1.0,1905.0,4.99,2007-02-17 03:20:09.996577
18662,39.0,2.0,2135.0,0.99,2007-02-17 19:42:28.996577
18663,39.0,2.0,2439.0,4.99,2007-02-18 17:03:30.996577
18664,39.0,1.0,2631.0,4.99,2007-02-19 07:18:19.996577
18665,39.0,1.0,2876.0,4.99,2007-02-19 23:35:00.996577
18666,40.0,2.0,2470.0,7.99,2007-02-18 18:56:57.996577
18667,40.0,2.0,2896.0,2.99,2007-02-20 01:02:08.996577
18668,40.0,1.0,2993.0,4.99,2007-02-20 07:40:38.996577
18669,40.0,1.0,3428.0,0.99,2007-02-21 17:08:00.996577
18670,41.0,1.0,2563.0,4.99,2007-02-19 01:52:43.996577
18671,41.0,2.0,3246.0,7.99,2007-02-21 01:38:27.996577
18672,42.0,2.0,1534.0,0.99,2007-02-15 23:17:58.996577
18673,42.0,2.0,2056.0,2.99,2007-02-17 13:55:59.996577
18674,42.0,1.0,2170.0,3.99,2007-02-17 22:26:00.996577
18675,42.0,1.0,2302.0,4.99,2007-02-18 06:55:59.996577
18676,43.0,2.0,1544.0,4.99,2007-02-15 23:56:48.996577
18677,44.0,1.0,1497.0,3.99,2007-02-15 20:25:05.996577
18678,44.0,1.0,2369.0,2.99,2007-02-18 12:53:55.996577
18679,44.0,1.0,2809.0,3.99,2007-02-19 18:08:53.996577
18680,44.0,2.0,2866.0,4.99,2007-02-19 22:30:02.996577
18681,45.0,1.0,1806.0,4.99,2007-02-16 19:10:23.996577
18682,45.0,2.0,1979.0,2.99,2007-02-17 08:13:56.996577
18683,45.0,2.0,2722.0,4.99,2007-02-19 13:23:43.996577
18684,45.0,1.0,3391.0,3.99,2007-02-21 13:39:28.996577
18685,45.0,2.0,3444.0,0.99,2007-02-21 19:08:05.996577
18686,46.0,1.0,1166.0,4.99,2007-02-14 21:45:29.996577
18687,46.0,2.0,1214.0,4.99,2007-02-15 01:47:06.996577
18688,46.0,2.0,2144.0,0.99,2007-02-17 20:34:06.996577
18689,46.0,1.0,2203.0,2.99,2007-02-18 00:39:08.996577
18690,46.0,2.0,2965.0,8.99,2007-02-20 06:02:04.996577
18691,46.0,2.0,2975.0,4.99,2007-02-20 06:34:44.996577
18692,46.0,2.0,3439.0,4.99,2007-02-21 18:04:41.996577
18693,47.0,1.0,1882.0,4.99,2007-02-17 01:45:47.996577
18694,47.0,1.0,2307.0,6.99,2007-02-18 07:03:25.996577
18695,47.0,2.0,3320.0,5.99,2007-02-21 06:58:07.996577
18696,48.0,2.0,1689.0,9.99,2007-02-16 10:47:07.996577
18697,48.0,2.0,2822.0,0.99,2007-02-19 18:57:50.996577
18698,49.0,1.0,1164.0,0.99,2007-02-14 21:44:52.996577
18699,49.0,2.0,1237.0,9.99,2007-02-15 03:12:36.996577
18700,49.0,2.0,1688.0,0.99,2007-02-16 10:39:46.996577
18701,49.0,2.0,1777.0,6.99,2007-02-16 17:20:38.996577
18702,49.0,2.0,3235.0,4.99,2007-02-21 01:14:43.996577
18703,50.0,1.0,1223.0,2.99,2007-02-15 02:07:19.996577
18704,50.0,1.0,1785.0,4.99,2007-02-16 17:55:38.996577
18705,50.0,2.0,3000.0,0.99,2007-02-20 08:00:59.996577
18706,50.0,2.0,3169.0,2.99,2007-02-20 20:24:20.996577
18707,51.0,2.0,1373.0,1.99,2007-02-15 13:16:30.996577
18708,51.0,1.0,1477.0,0.99,2007-02-15 19:39:44.996577
18709,52.0,1.0,1196.0,4.99,2007-02-15 00:06:57.996577
18710,52.0,2.0,2232.0,0.99,2007-02-18 02:22:57.996577
18711,52.0,1.0,2862.0,2.99,2007-02-19 22:15:50.996577
18712,52.0,2.0,3196.0,4.99,2007-02-20 22:30:54.996577
18713,53.0,1.0,1964.0,0.99,2007-02-17 07:38:35.996577
18714,53.0,1.0,2388.0,2.99,2007-02-18 13:54:56.996577
18715,53.0,1.0,2903.0,2.99,2007-02-20 01:17:27.996577
18716,53.0,2.0,3140.0,2.99,2007-02-20 18:15:38.996577
18717,53.0,2.0,3244.0,0.99,2007-02-21 01:29:36.996577
18718,54.0,1.0,1556.0,4.99,2007-02-16 00:47:28.996577
18719,54.0,1.0,1571.0,2.99,2007-02-16 01:50:26.996577
18720,54.0,2.0,2323.0,6.99,2007-02-18 08:23:28.996577
18721,54.0,1.0,2647.0,4.99,2007-02-19 08:26:22.996577
18722,55.0,2.0,1825.0,2.99,2007-02-16 20:21:31.996577
18723,55.0,2.0,2062.0,2.99,2007-02-17 14:25:09.996577
18724,55.0,1.0,2904.0,2.99,2007-02-20 01:22:32.996577
18725,55.0,1.0,2976.0,4.99,2007-02-20 06:37:37.996577
18726,55.0,1.0,3149.0,4.99,2007-02-20 19:03:21.996577
18727,56.0,2.0,1795.0,6.99,2007-02-16 18:37:27.996577
18728,56.0,1.0,2140.0,0.99,2007-02-17 20:08:55.996577
18729,56.0,1.0,2485.0,4.99,2007-02-18 19:54:29.996577
18730,56.0,1.0,2989.0,0.99,2007-02-20 07:28:03.996577
18731,57.0,1.0,2058.0,5.99,2007-02-17 14:03:07.996577
18732,57.0,1.0,2105.0,0.99,2007-02-17 17:44:11.996577
18733,57.0,1.0,2360.0,4.99,2007-02-18 11:39:39.996577
18734,57.0,2.0,2910.0,7.99,2007-02-20 01:59:44.996577
18735,57.0,1.0,3357.0,0.99,2007-02-21 10:24:08.996577
18736,58.0,1.0,2191.0,4.99,2007-02-18 00:01:35.996577
18737,58.0,2.0,2543.0,0.99,2007-02-19 00:42:37.996577
18738,58.0,1.0,2906.0,0.99,2007-02-20 01:33:22.996577
18739,59.0,1.0,1269.0,2.99,2007-02-15 05:58:25.996577
18740,59.0,1.0,1728.0,3.99,2007-02-16 13:57:55.996577
18741,59.0,1.0,2921.0,3.99,2007-02-20 02:41:30.996577
18742,60.0,2.0,1482.0,4.99,2007-02-15 19:46:42.996577
18743,60.0,2.0,2394.0,4.99,2007-02-18 14:10:56.996577
18744,62.0,2.0,1241.0,6.99,2007-02-15 03:28:09.996577
18745,62.0,1.0,1486.0,0.99,2007-02-15 19:53:56.996577
18746,62.0,1.0,1587.0,0.99,2007-02-16 03:20:54.996577
18747,62.0,2.0,3021.0,4.99,2007-02-20 09:41:27.996577
18748,62.0,1.0,3035.0,5.99,2007-02-20 10:45:29.996577
18749,62.0,1.0,3287.0,0.99,2007-02-21 05:01:05.996577
18750,62.0,1.0,3327.0,3.99,2007-02-21 07:33:16.996577
18751,63.0,2.0,1818.0,0.99,2007-02-16 19:59:00.996577
18752,64.0,2.0,1335.0,0.99,2007-02-15 10:19:56.996577
18753,64.0,1.0,2060.0,2.99,2007-02-17 14:11:08.996577
18754,65.0,1.0,2173.0,7.99,2007-02-17 22:36:46.996577
18755,65.0,1.0,3051.0,4.99,2007-02-20 11:35:18.996577
18756,66.0,1.0,1236.0,2.99,2007-02-15 03:02:53.996577
18757,66.0,1.0,1907.0,2.99,2007-02-17 03:36:53.996577
18758,66.0,1.0,2106.0,4.99,2007-02-17 17:57:29.996577
18759,66.0,2.0,2571.0,2.99,2007-02-19 02:48:40.996577
18760,66.0,1.0,2577.0,4.99,2007-02-19 03:04:29.996577
18761,66.0,1.0,3334.0,3.99,2007-02-21 08:32:59.996577
18762,66.0,2.0,3395.0,6.99,2007-02-21 13:47:45.996577
18763,67.0,1.0,2064.0,3.99,2007-02-17 14:26:22.996577
18764,67.0,1.0,2542.0,3.99,2007-02-19 00:37:05.996577
18765,67.0,2.0,2810.0,0.99,2007-02-19 18:12:38.996577
18766,67.0,1.0,3359.0,4.99,2007-02-21 10:36:44.996577
18767,68.0,2.0,1828.0,5.99,2007-02-16 20:33:00.996577
18768,68.0,2.0,1957.0,8.99,2007-02-17 07:19:24.996577
18769,68.0,2.0,2633.0,2.99,2007-02-19 07:21:36.996577
18770,68.0,2.0,2662.0,4.99,2007-02-19 09:22:08.996577
18771,68.0,1.0,2686.0,2.99,2007-02-19 11:12:46.996577
18772,69.0,1.0,1549.0,2.99,2007-02-16 00:25:41.996577
18773,69.0,1.0,3358.0,4.99,2007-02-21 10:25:06.996577
18774,70.0,1.0,2472.0,4.99,2007-02-18 19:01:06.996577
18775,71.0,2.0,1873.0,2.99,2007-02-17 01:06:54.996577
18776,71.0,1.0,2374.0,4.99,2007-02-18 13:12:32.996577
18777,71.0,2.0,3345.0,5.99,2007-02-21 09:33:33.996577
18778,72.0,2.0,2294.0,4.99,2007-02-18 06:15:00.996577
18779,73.0,1.0,1669.0,0.99,2007-02-16 08:48:46.996577
18780,73.0,2.0,2940.0,4.99,2007-02-20 03:48:27.996577
18781,74.0,1.0,2498.0,1.99,2007-02-18 21:24:52.996577
18782,74.0,2.0,2517.0,0.99,2007-02-18 22:39:52.996577
18783,74.0,1.0,3020.0,1.99,2007-02-20 09:40:30.996577
18784,74.0,2.0,3445.0,7.99,2007-02-21 19:08:54.996577
18785,75.0,1.0,1920.0,4.99,2007-02-17 04:28:49.996577
18786,75.0,1.0,2161.0,7.99,2007-02-17 22:08:16.996577
18787,75.0,2.0,2738.0,4.99,2007-02-19 14:24:56.996577
18788,75.0,2.0,3062.0,6.99,2007-02-20 12:18:26.996577
18789,75.0,1.0,3210.0,4.99,2007-02-20 23:28:51.996577
18790,76.0,2.0,1487.0,0.99,2007-02-15 19:56:08.996577
18791,76.0,1.0,1791.0,6.99,2007-02-16 18:32:54.996577
18792,76.0,2.0,2111.0,0.99,2007-02-17 18:15:47.996577
18793,76.0,2.0,2397.0,1.99,2007-02-18 14:19:51.996577
18794,76.0,1.0,2894.0,0.99,2007-02-20 00:51:08.996577
18795,76.0,2.0,3416.0,0.99,2007-02-21 15:33:55.996577
18796,77.0,1.0,1710.0,4.99,2007-02-16 12:39:50.996577
18797,77.0,1.0,2354.0,3.99,2007-02-18 11:22:44.996577
18798,77.0,2.0,2452.0,8.99,2007-02-18 17:57:47.996577
18799,77.0,1.0,3151.0,2.99,2007-02-20 19:05:19.996577
18800,77.0,2.0,3238.0,0.99,2007-02-21 01:16:47.996577
18801,78.0,1.0,2207.0,2.99,2007-02-18 00:47:47.996577
18802,78.0,2.0,2949.0,6.99,2007-02-20 04:34:19.996577
18803,78.0,2.0,3248.0,7.99,2007-02-21 01:40:47.996577
18804,79.0,2.0,3096.0,4.99,2007-02-20 14:46:22.996577
18805,79.0,2.0,3178.0,2.99,2007-02-20 21:03:38.996577
18806,80.0,1.0,2596.0,2.99,2007-02-19 04:16:52.996577
18807,80.0,2.0,2805.0,8.99,2007-02-19 17:57:43.996577
18808,80.0,1.0,3367.0,3.99,2007-02-21 11:36:47.996577
18809,81.0,1.0,2714.0,1.99,2007-02-19 12:54:35.996577
18810,81.0,1.0,2854.0,5.99,2007-02-19 21:40:14.996577
18811,81.0,1.0,3229.0,4.99,2007-02-21 00:49:07.996577
18812,82.0,1.0,1438.0,0.99,2007-02-15 17:07:17.996577
18813,82.0,2.0,1570.0,0.99,2007-02-16 01:49:59.996577
18814,82.0,1.0,2506.0,8.99,2007-02-18 21:58:19.996577
18815,82.0,1.0,2819.0,8.99,2007-02-19 18:41:59.996577
18816,82.0,2.0,3332.0,0.99,2007-02-21 08:23:38.996577
18817,83.0,1.0,1354.0,5.99,2007-02-15 11:42:15.996577
18818,83.0,1.0,1591.0,5.99,2007-02-16 03:41:03.996577
18819,83.0,2.0,1617.0,3.99,2007-02-16 05:34:32.996577
18820,83.0,2.0,3230.0,4.99,2007-02-21 00:51:42.996577
18821,84.0,2.0,1195.0,0.99,2007-02-15 00:06:04.996577
18822,84.0,2.0,1320.0,4.99,2007-02-15 09:10:39.996577
18823,84.0,2.0,1815.0,0.99,2007-02-16 19:44:33.996577
18824,84.0,1.0,2012.0,5.99,2007-02-17 10:25:41.996577
18825,84.0,2.0,2042.0,0.99,2007-02-17 12:59:28.996577
18826,84.0,2.0,2409.0,0.99,2007-02-18 15:21:59.996577
18827,85.0,1.0,1685.0,1.99,2007-02-16 10:35:23.996577
18828,85.0,1.0,2131.0,5.99,2007-02-17 19:30:51.996577
18829,85.0,2.0,2794.0,0.99,2007-02-19 17:21:31.996577
18830,85.0,1.0,3165.0,4.99,2007-02-20 19:57:43.996577
18831,85.0,1.0,3307.0,1.99,2007-02-21 06:20:56.996577
18832,85.0,2.0,3418.0,3.99,2007-02-21 15:35:04.996577
18833,86.0,2.0,1640.0,4.99,2007-02-16 07:04:05.996577
18834,86.0,2.0,1822.0,0.99,2007-02-16 20:12:11.996577
18835,86.0,2.0,1924.0,2.99,2007-02-17 04:42:00.996577
18836,86.0,1.0,2141.0,4.99,2007-02-17 20:10:00.996577
18837,86.0,1.0,2518.0,4.99,2007-02-18 22:44:49.996577
18838,86.0,1.0,3207.0,0.99,2007-02-20 23:11:42.996577
18839,86.0,2.0,3270.0,4.99,2007-02-21 03:35:57.996577
18840,87.0,2.0,1580.0,4.99,2007-02-16 02:40:51.996577
18841,87.0,1.0,1904.0,2.99,2007-02-17 03:14:07.996577
18842,87.0,2.0,2408.0,2.99,2007-02-18 15:19:10.996577
18843,87.0,1.0,2516.0,4.99,2007-02-18 22:31:54.996577
